timestamp,original_rpm,original_prompt_token,original_completion_token
2026-03-03T14:58:00,7967,63390669,1226791
2026-03-03T14:59:00,7810,66549021,1366024
2026-03-03T15:00:00,7767,65546555,1287165
2026-03-03T15:01:00,7714,60085000,1313730
2026-03-03T15:02:00,7962,68504633,1247317
2026-03-03T15:03:00,8162,66055739,1278803
2026-03-03T15:04:00,7805,64399038,1314163
2026-03-03T15:05:00,7605,63205414,1274307
2026-03-03T15:06:00,8075,64866200,1415890
2026-03-03T15:07:00,8038,64584350,1314670
2026-03-03T15:08:00,8045,67391505,1270535
2026-03-03T15:09:00,8325,65139503,1366828
2026-03-03T15:10:00,8220,67988690,1378138
2026-03-03T15:11:00,7986,66415790,1332437
2026-03-03T15:12:00,7821,66732804,1367119
2026-03-03T15:13:00,8183,71006668,1367211
2026-03-03T15:14:00,8186,68095169,1268931
2026-03-03T15:15:00,7945,67993516,1343379
2026-03-03T15:16:00,7632,67172766,1272561
2026-03-03T15:17:00,7675,69060608,1291736
2026-03-03T15:18:00,7839,70811012,1386842
2026-03-03T15:19:00,7789,68379990,1241634
2026-03-03T15:20:00,7618,69383461,1382657
2026-03-03T15:21:00,7872,67935905,1426062
2026-03-03T15:22:00,7992,65704682,1396041
2026-03-03T15:23:00,8181,67650717,1406545
2026-03-03T15:24:00,8111,66589956,1361018
2026-03-03T15:25:00,7765,64909569,1223683
2026-03-03T15:26:00,7620,66641160,1293611
2026-03-03T15:27:00,7792,68775858,1272840
2026-03-03T15:28:00,7761,68210470,1232611
2026-03-03T15:29:00,7747,69490517,1365631
2026-03-03T15:30:00,8357,70353659,1346001
2026-03-03T15:31:00,8031,70010880,1391931
2026-03-03T15:32:00,7971,68182014,1325325
2026-03-03T15:33:00,7731,64580370,1284635
2026-03-03T15:34:00,7963,70515729,1270109
2026-03-03T15:35:00,8025,69490063,1338315
2026-03-03T15:36:00,8157,68136121,1364748
2026-03-03T15:37:00,7822,63716733,1323857
2026-03-03T15:38:00,7696,66585759,1277434
2026-03-03T15:39:00,7686,69841689,1364457
2026-03-03T15:40:00,7739,70723785,1421263
2026-03-03T15:41:00,8042,66949666,1275213
2026-03-03T15:42:00,7684,67049918,1363759
2026-03-03T15:43:00,7605,66185005,1484849
2026-03-03T15:44:00,7513,65696348,1440636
2026-03-03T15:45:00,7513,65294811,1455140
2026-03-03T15:46:00,7430,62147560,1279596
2026-03-03T15:47:00,7180,59438700,1580315
2026-03-03T15:48:00,7706,66033188,1399536
2026-03-03T15:49:00,7735,63464047,1320294
2026-03-03T15:50:00,7408,65940822,1347125
2026-03-03T15:51:00,7498,66779138,1318477
2026-03-03T15:52:00,7345,66859647,1502948
2026-03-03T15:53:00,7496,68790664,1469336
2026-03-03T15:54:00,7387,66665551,1516044
2026-03-03T15:55:00,7192,68612283,1449259
2026-03-03T15:56:00,7704,66185330,1471555
2026-03-03T15:57:00,7046,67088173,1424957
2026-03-03T15:58:00,7661,67602677,1363306
2026-03-03T15:59:00,7169,64064294,1310000
2026-03-03T16:00:00,7328,62135327,1213971
2026-03-03T16:01:00,7627,63113202,1212358
2026-03-03T16:02:00,7900,61847067,1261321
2026-03-03T16:03:00,7222,61313168,1355526
2026-03-03T16:04:00,7873,62160309,1324793
2026-03-03T16:05:00,7486,61286693,1341485
2026-03-03T16:06:00,7837,62767369,1294735
2026-03-03T16:07:00,7656,61121818,1294928
2026-03-03T16:08:00,7201,59361079,1307453
2026-03-03T16:09:00,7206,61195598,1413094
2026-03-03T16:10:00,7585,61919900,1319147
2026-03-03T16:11:00,7226,62063236,1319147
2026-03-03T16:12:00,8030,63596850,1251804
2026-03-03T16:13:00,7553,59019958,1285737
2026-03-03T16:14:00,7613,60544373,1295263
2026-03-03T16:15:00,7873,61939225,1353325
2026-03-03T16:16:00,7424,60416466,1272828
2026-03-03T16:17:00,7225,61337467,1281074
2026-03-03T16:18:00,7406,66834305,1415627
2026-03-03T16:19:00,7431,64713251,1250452
2026-03-03T16:20:00,7542,64541810,1294654
2026-03-03T16:21:00,7615,64155895,1362836
2026-03-03T16:22:00,7287,63435199,1422972
2026-03-03T16:23:00,7168,64367993,1337005
2026-03-03T16:24:00,7866,66839718,1439551
2026-03-03T16:25:00,7363,66953594,1387974
2026-03-03T16:26:00,7569,68720708,1442908
2026-03-03T16:27:00,7403,64488423,1326123
2026-03-03T16:28:00,7667,63227703,1403443
2026-03-03T16:29:00,7785,65565910,1378061
2026-03-03T16:30:00,7873,66736351,1433705
2026-03-03T16:31:00,7543,62175679,1311781
2026-03-03T16:32:00,7687,64944254,1384239
2026-03-03T16:33:00,7431,65031695,1373931
2026-03-03T16:34:00,7511,67608916,1237233
2026-03-03T16:35:00,7793,70809219,1330004
2026-03-03T16:36:00,7696,71032388,1450715
2026-03-03T16:37:00,7445,69340017,1305942
2026-03-03T16:38:00,7522,69363337,1355380
2026-03-03T16:39:00,7040,64886875,1249458
2026-03-03T16:40:00,7521,68331645,1329900
2026-03-03T16:41:00,7655,67889341,1472652
2026-03-03T16:42:00,7481,65880553,1346285
2026-03-03T16:43:00,7187,65552167,1253095
2026-03-03T16:44:00,7346,64777640,1339388
2026-03-03T16:45:00,7393,66339837,1358424
2026-03-03T16:46:00,7233,66508506,1341361
2026-03-03T16:47:00,7633,65654798,1281541
2026-03-03T16:48:00,7529,67263267,1332971
2026-03-03T16:49:00,7777,64954709,1344009
2026-03-03T16:50:00,8173,66737179,1352542
2026-03-03T16:51:00,7628,64908076,1355011
2026-03-03T16:52:00,7711,64648051,1260910
2026-03-03T16:53:00,7899,67514012,1428641
2026-03-03T16:54:00,7545,61327231,1315104
2026-03-03T16:55:00,8140,66675400,1430056
2026-03-03T16:56:00,8178,67966550,1460592
2026-03-03T16:57:00,8063,66165658,1465542
2026-03-03T16:58:00,8306,66783743,1319206
2026-03-03T16:59:00,8315,66267004,1380349
2026-03-03T17:00:00,8007,67112387,1294375
2026-03-03T17:01:00,7852,63933314,1318696
2026-03-03T17:02:00,7555,59114453,1384387
2026-03-03T17:03:00,7449,63717344,1369096
2026-03-03T17:04:00,7563,63435513,1322336
2026-03-03T17:05:00,7928,65043856,1378510
2026-03-03T17:06:00,7618,64345188,1277269
2026-03-03T17:07:00,7388,63707898,1324131
2026-03-03T17:08:00,7593,62221462,1308688
2026-03-03T17:09:00,8166,62407428,1391019
2026-03-03T17:10:00,8158,61824348,1378036
2026-03-03T17:11:00,7739,64810211,1366487
2026-03-03T17:12:00,7739,64485026,1347983
2026-03-03T17:13:00,7958,66528567,1245575
2026-03-03T17:14:00,7661,65591426,1287894
2026-03-03T17:15:00,8011,64266563,1312864
2026-03-03T17:16:00,7972,65610772,1341261
2026-03-03T17:17:00,7564,67160120,1344883
2026-03-03T17:18:00,7659,66810172,1533150
2026-03-03T17:19:00,7508,62946841,1321751
2026-03-03T17:20:00,8189,65959625,1380380
2026-03-03T17:21:00,7774,64795166,1366931
2026-03-03T17:22:00,7281,61430450,1392916
2026-03-03T17:23:00,7616,64503952,1295827
2026-03-03T17:24:00,7756,65542943,1378414
2026-03-03T17:25:00,6863,61785780,1405673
2026-03-03T17:26:00,7181,62999665,1327501
2026-03-03T17:27:00,7153,63118801,1364463
2026-03-03T17:28:00,7383,61962159,1342135
2026-03-03T17:29:00,7318,63169644,1356240
2026-03-03T17:30:00,7582,61005562,1388137
2026-03-03T17:31:00,7008,60367045,1286511
2026-03-03T17:32:00,6977,57829825,1324347
2026-03-03T17:33:00,7394,54837721,1334793
2026-03-03T17:34:00,6658,57565580,1385746
2026-03-03T17:35:00,6751,58075070,1234508
2026-03-03T17:36:00,6428,56884310,1561968
2026-03-03T17:37:00,6357,57001864,1319147
2026-03-03T17:38:00,6793,54751072,1354332
2026-03-03T17:39:00,6750,57510050,1251310
2026-03-03T17:40:00,6578,54473037,1256594
2026-03-03T17:41:00,6194,53571093,1259406
2026-03-03T17:42:00,6490,54293286,1349430
2026-03-03T17:43:00,6341,51771724,1282450
2026-03-03T17:44:00,6382,54905764,1261328
2026-03-03T17:45:00,6383,53749755,1231273
2026-03-03T17:46:00,6309,51404668,1239281
2026-03-03T17:47:00,6132,52520115,1157003
2026-03-03T17:48:00,5932,50346168,1092187
2026-03-03T17:49:00,5725,50697184,1154834
2026-03-03T17:50:00,5833,53556701,1163412
2026-03-03T17:51:00,6012,51130436,1251845
2026-03-03T17:52:00,6129,52834951,1196186
2026-03-03T17:53:00,6081,50683256,1064157
2026-03-03T17:54:00,6009,44844307,1025991
2026-03-03T17:55:00,6530,50751616,1071975
2026-03-03T17:56:00,6525,47559011,1118405
2026-03-03T17:57:00,6408,45648239,1187868
2026-03-03T17:58:00,6151,45629785,1022784
2026-03-03T17:59:00,6166,48837847,1125271
2026-03-03T18:00:00,5708,44138289,1104856
2026-03-03T18:01:00,5323,43054062,1095567
2026-03-03T18:02:00,5216,41257894,958713
2026-03-03T18:03:00,5177,40832777,1021594
2026-03-03T18:04:00,5154,40577611,1080037
2026-03-03T18:05:00,5321,40047346,1050793
2026-03-03T18:06:00,5204,40284377,1001112
2026-03-03T18:07:00,5280,39150798,885356
2026-03-03T18:08:00,5111,41456364,914051
2026-03-03T18:09:00,4998,39514098,909896
2026-03-03T18:10:00,4805,37268943,823978
2026-03-03T18:11:00,4391,39061691,824562
2026-03-03T18:12:00,4418,35689796,827752
2026-03-03T18:13:00,4694,35452827,833548
2026-03-03T18:14:00,4808,36955242,849859
2026-03-03T18:15:00,5128,37111297,757011
2026-03-03T18:16:00,4718,34076508,805721
2026-03-03T18:17:00,4411,32979424,754129
2026-03-03T18:18:00,4527,32349343,754404
2026-03-03T18:19:00,4542,34034992,784411
2026-03-03T18:20:00,4370,31703380,731679
2026-03-03T18:21:00,4154,31731820,804593
2026-03-03T18:22:00,4279,29806485,670912
2026-03-03T18:23:00,4742,30873855,665836
2026-03-03T18:24:00,4975,30305763,758252
2026-03-03T18:25:00,4671,29081604,741190
2026-03-03T18:26:00,4406,29780832,660331
2026-03-03T18:27:00,4250,27169057,760150
2026-03-03T18:28:00,4357,28286585,695394
2026-03-03T18:29:00,4338,28217395,675956
2026-03-03T18:30:00,4339,28017885,737464
2026-03-03T18:31:00,4263,25595964,712990
2026-03-03T18:32:00,4203,28399795,639720
2026-03-03T18:33:00,4179,28687642,708838
2026-03-03T18:34:00,4186,24039620,609407
2026-03-03T18:35:00,4151,27065477,627670
2026-03-03T18:36:00,4193,27148998,645705
2026-03-03T18:37:00,4257,25312186,663409
2026-03-03T18:38:00,3811,29262714,633527
2026-03-03T18:39:00,3845,27150049,624902
2026-03-03T18:40:00,3810,26011919,707622
2026-03-03T18:41:00,4100,29346672,780415
2026-03-03T18:42:00,3802,27349926,577908
2026-03-03T18:43:00,3774,24592129,586542
2026-03-03T18:44:00,3765,25689986,676594
2026-03-03T18:45:00,3843,23793607,651378
2026-03-03T18:46:00,4230,29441542,700384
2026-03-03T18:47:00,4222,28837285,741716
2026-03-03T18:48:00,4159,29055334,777423
2026-03-03T18:49:00,3869,29032740,784325
2026-03-03T18:50:00,3564,28241077,737109
2026-03-03T18:51:00,3723,27872314,679892
2026-03-03T18:52:00,3927,26861439,655137
2026-03-03T18:53:00,3717,26422620,606334
2026-03-03T18:54:00,3659,24618348,711738
2026-03-03T18:55:00,3929,24838216,591013
2026-03-03T18:56:00,3633,23687450,616452
2026-03-03T18:57:00,3714,25275320,643071
2026-03-03T18:58:00,3793,26623815,667313
2026-03-03T18:59:00,4282,27065870,675936
2026-03-03T19:00:00,4282,26722439,667313
2026-03-03T19:01:00,4391,27065870,675936
2026-03-03T19:02:00,4132,25772727,672194
2026-03-03T19:03:00,3871,27473786,667719
2026-03-03T19:04:00,3988,27708417,605729
2026-03-03T19:05:00,4058,26209388,717586
2026-03-03T19:06:00,4031,28588071,805764
2026-03-03T19:07:00,4354,28949307,789839
2026-03-03T19:08:00,4320,27445885,718801
2026-03-03T19:09:00,4692,29817830,709700
2026-03-03T19:10:00,5177,33906722,851200
2026-03-03T19:11:00,4780,32521040,793978
2026-03-03T19:12:00,4678,33914917,866095
2026-03-03T19:13:00,4940,35792542,872176
2026-03-03T19:14:00,4886,32846016,908622
2026-03-03T19:15:00,4849,31747366,924013
2026-03-03T19:16:00,4592,33852631,951843
2026-03-03T19:17:00,4615,30285672,872770
2026-03-03T19:18:00,4669,31756748,921695
2026-03-03T19:19:00,4801,31011175,890248
2026-03-03T19:20:00,5417,29793709,884057
2026-03-03T19:21:00,5257,33711540,954526
2026-03-03T19:22:00,4786,33574881,899918
2026-03-03T19:23:00,4412,33734607,880003
2026-03-03T19:24:00,4554,32936725,923768
2026-03-03T19:25:00,4636,32658957,878569
2026-03-03T19:26:00,4479,32567277,944164
2026-03-03T19:27:00,4701,34200450,846641
2026-03-03T19:28:00,4910,32079954,850501
2026-03-03T19:29:00,4589,33941696,845161
2026-03-03T19:30:00,4542,34548061,813501
2026-03-03T19:31:00,4769,34378257,794432
2026-03-03T19:32:00,5337,35554484,885882
2026-03-03T19:33:00,5320,31422840,887940
2026-03-03T19:34:00,4598,34318970,850392
2026-03-03T19:35:00,4341,33339477,825693
2026-03-03T19:36:00,4372,34751860,863461
2026-03-03T19:37:00,4247,34492470,910893
2026-03-03T19:38:00,4376,34368794,773902
2026-03-03T19:39:00,4290,34178348,826440
2026-03-03T19:40:00,4939,33279301,859141
2026-03-03T19:41:00,4686,34948114,832683
2026-03-03T19:42:00,4402,35644071,811938
2026-03-03T19:43:00,4871,35505913,848413
2026-03-03T19:44:00,5107,36951355,919704
2026-03-03T19:45:00,4363,36405349,867793
2026-03-03T19:46:00,4489,36719248,771241
2026-03-03T19:47:00,5161,36648722,841650
2026-03-03T19:48:00,4586,34757844,796017
2026-03-03T19:49:00,4492,36907705,848714
2026-03-03T19:50:00,4865,36350878,820504
2026-03-03T19:51:00,4872,36987167,752599
2026-03-03T19:52:00,5183,36915068,770608
2026-03-03T19:53:00,5017,37611536,839900
2026-03-03T19:54:00,5634,37098247,854161
2026-03-03T19:55:00,5547,43376560,956781
2026-03-03T19:56:00,5107,40039413,821890
2026-03-03T19:57:00,5302,40857239,867885
2026-03-03T19:58:00,4679,37652865,853110
2026-03-03T19:59:00,5105,39209118,907871
2026-03-03T20:00:00,5194,40905788,815381
2026-03-03T20:01:00,4943,38772700,955834
2026-03-03T20:02:00,4654,36759342,828270
2026-03-03T20:03:00,5144,37685020,861422
2026-03-03T20:04:00,5219,36554421,851110
2026-03-03T20:05:00,4922,39174257,790700
2026-03-03T20:06:00,5292,40984738,892494
2026-03-03T20:07:00,5194,37373706,827225
2026-03-03T20:08:00,4680,35123088,836402
2026-03-03T20:09:00,4582,38968789,786782
2026-03-03T20:10:00,4618,35749792,877734
2026-03-03T20:11:00,4504,35067057,751807
2026-03-03T20:12:00,4405,34353491,806061
2026-03-03T20:13:00,4578,36172794,884925
2026-03-03T20:14:00,4632,35309442,867347
2026-03-03T20:15:00,4367,36026638,877953
2026-03-03T20:16:00,4574,34373048,894027
2026-03-03T20:17:00,4637,36597133,899538
2026-03-03T20:18:00,5199,37050107,833464
2026-03-03T20:19:00,5401,34800674,906994
2026-03-03T20:20:00,5118,35309486,906100
2026-03-03T20:21:00,5013,37734804,821154
2026-03-03T20:22:00,5453,37315386,912244
2026-03-03T20:23:00,5520,39402180,866172
2026-03-03T20:24:00,5188,36896030,895170
2026-03-03T20:25:00,5196,37096936,811472
2026-03-03T20:26:00,5075,36306249,751038
2026-03-03T20:27:00,4759,35832571,827282
2026-03-03T20:28:00,4657,37431432,831465
2026-03-03T20:29:00,4711,41515226,888624
2026-03-03T20:30:00,4928,37867627,936224
2026-03-03T20:31:00,4491,36248146,838582
2026-03-03T20:32:00,4397,35030284,833413
2026-03-03T20:33:00,4631,34066091,758264
2026-03-03T20:34:00,4364,33036524,785490
2026-03-03T20:35:00,4303,34532452,731974
2026-03-03T20:36:00,4311,35304372,717083
2026-03-03T20:37:00,4114,33402683,729036
2026-03-03T20:38:00,4154,33365185,909882
2026-03-03T20:39:00,4434,33811838,862432
2026-03-03T20:40:00,5635,33465333,896044
2026-03-03T20:41:00,5427,31395138,841404
2026-03-03T20:42:00,4636,29806325,710264
2026-03-03T20:43:00,4171,29207722,720786
2026-03-03T20:44:00,4104,29540213,709735
2026-03-03T20:45:00,4036,28809412,770222
2026-03-03T20:46:00,3913,29524354,720589
2026-03-03T20:47:00,3842,29269231,639522
2026-03-03T20:48:00,4226,26996083,709118
2026-03-03T20:49:00,3728,30206912,712058
2026-03-03T20:50:00,4019,29102794,693282
2026-03-03T20:51:00,3856,29946016,691788
2026-03-03T20:52:00,3904,31232754,716592
2026-03-03T20:53:00,3989,29989920,701727
2026-03-03T20:54:00,3942,29141469,678376
2026-03-03T20:55:00,3836,30990419,710391
2026-03-03T20:56:00,3956,28799833,673415
2026-03-03T20:57:00,3865,27807784,704576
2026-03-03T20:58:00,3942,28339012,609753
2026-03-03T20:59:00,3881,28857853,681575
2026-03-03T21:00:00,4337,29514130,740208
2026-03-03T21:01:00,4134,27020645,666078
2026-03-03T21:02:00,4006,27219986,661406
2026-03-03T21:03:00,3807,26848026,613346
2026-03-03T21:04:00,3926,26605846,661770
2026-03-03T21:05:00,3794,27955197,639694
2026-03-03T21:06:00,3779,26574420,603113
2026-03-03T21:07:00,3900,26852113,564824
2026-03-03T21:08:00,3777,25564804,605143
2026-03-03T21:09:00,3594,25683510,529459
2026-03-03T21:10:00,3465,26064528,562255
2026-03-03T21:11:00,3670,28349346,539525
2026-03-03T21:12:00,3877,26871865,576185
2026-03-03T21:13:00,3631,22951218,558573
2026-03-03T21:14:00,3666,25196177,574699
2026-03-03T21:15:00,3646,23856123,532442
2026-03-03T21:16:00,3534,24542639,606964
2026-03-03T21:17:00,4089,23038868,596395
2026-03-03T21:18:00,4132,20382278,577129
2026-03-03T21:19:00,4028,19745966,551172
2026-03-03T21:20:00,3539,21839462,561689
2026-03-03T21:21:00,3364,21004752,572846
2026-03-03T21:22:00,3582,19332840,551754
2026-03-03T21:23:00,3466,18885052,516626
2026-03-03T21:24:00,3624,16648621,495534
2026-03-03T21:25:00,3564,19586953,641598
2026-03-03T21:26:00,3729,20023601,545535
2026-03-03T21:27:00,3712,19783275,680518
2026-03-03T21:28:00,4156,19034904,617699
2026-03-03T21:29:00,4575,18364935,652022
2026-03-03T21:30:00,4124,17209201,599873
2026-03-03T21:31:00,3831,15903395,506994
2026-03-03T21:32:00,3538,15707674,550604
2026-03-03T21:33:00,3443,18008166,512846
2026-03-03T21:34:00,3384,18444741,484941
2026-03-03T21:35:00,3655,18043469,559574
2026-03-03T21:36:00,3598,16692527,491836
2026-03-03T21:37:00,3371,19362457,557181
2026-03-03T21:38:00,3473,17462057,519644
2026-03-03T21:39:00,3314,16671945,580786
2026-03-03T21:40:00,3245,16051375,528336
2026-03-03T21:41:00,3318,15786266,518944
2026-03-03T21:42:00,3247,15996059,557258
2026-03-03T21:43:00,3364,14830557,483224
2026-03-03T21:44:00,3259,15972184,526885
2026-03-03T21:45:00,3610,16352575,488508
2026-03-03T21:46:00,3338,17187635,430517
2026-03-03T21:47:00,3150,15216829,435819
2026-03-03T21:48:00,3157,16086336,460158
2026-03-03T21:49:00,3105,14822606,428357
2026-03-03T21:50:00,3589,17151874,618558
2026-03-03T21:51:00,3644,17811533,563713
2026-03-03T21:52:00,3474,17299798,525048
2026-03-03T21:53:00,3339,16220956,453318
2026-03-03T21:54:00,3227,17227369,440527
2026-03-03T21:55:00,3214,18006288,357260
2026-03-03T21:56:00,3803,18243442,536241
2026-03-03T21:57:00,3502,14838050,396777
2026-03-03T21:58:00,3379,12802461,408088
2026-03-03T21:59:00,3237,16318268,411984
2026-03-03T22:00:00,3542,17687115,481334
2026-03-03T22:01:00,3521,18248718,447154
2026-03-03T22:02:00,3687,18194292,453040
2026-03-03T22:03:00,3795,18008357,442180
2026-03-03T22:04:00,3818,19074376,452533
2026-03-03T22:05:00,3618,16548827,478615
2026-03-03T22:06:00,3254,16378251,454153
2026-03-03T22:07:00,3404,16317060,478192
2026-03-03T22:08:00,3551,14576079,555951
2026-03-03T22:09:00,3604,12565610,402959
2026-03-03T22:10:00,3948,14044013,418148
2026-03-03T22:11:00,3380,16361950,410613
2026-03-03T22:12:00,3297,13793176,442930
2026-03-03T22:13:00,2987,12571334,459357
2026-03-03T22:14:00,2936,13397128,375708
2026-03-03T22:15:00,3693,14878165,429227
2026-03-03T22:16:00,4147,15944851,451655
2026-03-03T22:17:00,3462,13571201,382725
2026-03-03T22:18:00,3070,13768273,419709
2026-03-03T22:19:00,2926,12809643,379190
2026-03-03T22:20:00,3571,13874903,453827
2026-03-03T22:21:00,3164,14858430,437489
2026-03-03T22:22:00,3258,13561280,383716
2026-03-03T22:23:00,3676,14409440,382011
2026-03-03T22:24:00,3730,14288200,438837
2026-03-03T22:25:00,3778,14157566,456217
2026-03-03T22:26:00,3320,13602966,362226
2026-03-03T22:27:00,3388,12640060,448075
2026-03-03T22:28:00,3355,12100664,432312
2026-03-03T22:29:00,3213,12657959,442501
2026-03-03T22:30:00,2987,11987599,355241
2026-03-03T22:31:00,3017,12765875,384319
2026-03-03T22:32:00,2848,11768715,364580
2026-03-03T22:33:00,2996,11929334,343885
2026-03-03T22:34:00,2884,12129041,425239
2026-03-03T22:35:00,3176,13523622,395975
2026-03-03T22:36:00,3019,10443977,392169
2026-03-03T22:37:00,3035,10774383,424945
2026-03-03T22:38:00,3364,11804720,403639
2026-03-03T22:39:00,3199,10744568,421755
2026-03-03T22:40:00,3004,13556784,366848
2026-03-03T22:41:00,2870,10428420,389354
2026-03-03T22:42:00,3248,10695927,400027
2026-03-03T22:43:00,2744,9961758,392966
2026-03-03T22:44:00,3078,12684668,404216
2026-03-03T22:45:00,3018,11873912,426459
2026-03-03T22:46:00,3376,12005719,413641
2026-03-03T22:47:00,2827,12070689,400223
2026-03-03T22:48:00,3047,13345694,426722
2026-03-03T22:49:00,3111,12100239,339892
2026-03-03T22:50:00,2834,11301570,375035
2026-03-03T22:51:00,3116,10138378,350577
2026-03-03T22:52:00,2997,10375369,346039
2026-03-03T22:53:00,3009,10435823,353487
2026-03-03T22:54:00,3216,9454163,347453
2026-03-03T22:55:00,3302,9942039,393053
2026-03-03T22:56:00,3174,8751195,422330
2026-03-03T22:57:00,3138,8687902,352529
2026-03-03T22:58:00,2995,7628656,364074
2026-03-03T22:59:00,3268,10689567,380380
2026-03-03T23:00:00,3269,11270938,338064
2026-03-03T23:01:00,3306,9078589,313364
2026-03-03T23:02:00,3103,7704974,330807
2026-03-03T23:03:00,3145,8121499,370500
2026-03-03T23:04:00,3136,7817673,298108
2026-03-03T23:05:00,2988,7432972,434763
2026-03-03T23:06:00,3189,7638087,363007
2026-03-03T23:07:00,3547,9862139,351247
2026-03-03T23:08:00,3599,9673535,343436
2026-03-03T23:09:00,3352,10109695,339997
2026-03-03T23:10:00,3333,9128741,323289
2026-03-03T23:11:00,3319,8688093,370428
2026-03-03T23:12:00,3362,8452660,353056
2026-03-03T23:13:00,3437,9278427,365421
2026-03-03T23:14:00,3583,9785214,347237
2026-03-03T23:15:00,3328,9493451,392696
2026-03-03T23:16:00,3263,8681144,365157
2026-03-03T23:17:00,3253,8628320,363064
2026-03-03T23:18:00,3449,8528883,334719
2026-03-03T23:19:00,3224,8462963,463997
2026-03-03T23:20:00,3130,8887287,404529
2026-03-03T23:21:00,3314,8705874,342944
2026-03-03T23:22:00,3267,9193904,381514
2026-03-03T23:23:00,3371,8035740,361913
2026-03-03T23:24:00,3254,8414132,356364
2026-03-03T23:25:00,3256,8843437,374286
2026-03-03T23:26:00,3119,8883010,352829
2026-03-03T23:27:00,3271,8071213,355553
2026-03-03T23:28:00,3235,8564156,380165
2026-03-03T23:29:00,3426,8790132,374900
2026-03-03T23:30:00,3226,8482936,300612
2026-03-03T23:31:00,3284,7265930,319894
2026-03-03T23:32:00,3469,8483969,437815
2026-03-03T23:33:00,3125,7305786,332764
2026-03-03T23:34:00,3252,7969527,345934
2026-03-03T23:35:00,3088,7900982,340935
2026-03-03T23:36:00,3235,7406873,369794
2026-03-03T23:37:00,3361,6799977,370085
2026-03-03T23:38:00,3388,7912183,463350
2026-03-03T23:39:00,3418,7474373,373360
2026-03-03T23:40:00,3463,7194675,386282
2026-03-03T23:41:00,3465,7243263,395709
2026-03-03T23:42:00,3373,6624234,363279
2026-03-03T23:43:00,3454,6221427,344394
2026-03-03T23:44:00,4006,7724868,345678
2026-03-03T23:45:00,4245,8691422,482350
2026-03-03T23:46:00,3778,7962759,384326
2026-03-03T23:47:00,3761,8257403,331543
2026-03-03T23:48:00,3450,7934454,330990
2026-03-03T23:49:00,3395,8030732,331744
2026-03-03T23:50:00,3500,8308923,325786
2026-03-03T23:51:00,3310,7624641,311671
2026-03-03T23:52:00,3438,9340714,359954
2026-03-03T23:53:00,3192,7866409,323946
2026-03-03T23:54:00,3172,7960084,352332
2026-03-03T23:55:00,3059,6786154,307559
2026-03-03T23:56:00,3279,7217452,282926
2026-03-03T23:57:00,3224,6974972,287946
2026-03-03T23:58:00,3032,7942692,344032
2026-03-03T23:59:00,3100,7750558,366159
